Word,Pronunciation
awakens,əˈweɪ.kənz
awash,əˈwɑʃ
awkwardness,ˈɔ.kwɚd.nəs
axiom,ˈæk.si.əm
axles,ˈæk.səlz
aye,aɪ
ayes,aɪz
azerbaijan,ˌɑ.zɚ.baɪˈdʒɑn
b's,biz
babcock,ˈbæb.kɔk
baby-sitter,ˈkɑn.fə.dəns
babyhood,ˈbeɪ.biˌhʊd
baccarat,ˌbɑ.kɚˈɑ
bacchus,ˈbæ.kɪs
backlash,ˈbæˌklæʃ
backpack,ˈbækˌpæk
backside,ˈbækˌsaɪd
backstairs,ˈbækˌstɛrz
backwater,ˈbæˌkwɔ.tɚ
bade,beɪd
badgering,ˈbæ.dʒɚ.ɪŋ
badges,ˈbæ.dʒɪz
badlands,ˈbædˌlændz
badminton,ˈbædˌmɪn.tən
baffle,ˈbæ.fəl
bagged,bægd
bagley,ˈbæ.gli
bagpipe,ˈbægˌpaɪp
bah,bɑ
bahia,ˈbɑ.hi.ə
baines,beɪnz
baited,ˈbeɪ.tɪd
bake-offs,ˌbeɪˈkɔfs
bakersfield,ˈbeɪ.kɚzˌfild
bakes,beɪks
baku,bɑˈku
bal,bæl
balances,ˈbæ.lən.səz
baleful,ˈbeɪl.fəl
balinese,ˌbæ.lɪˈniz
balkanize,ˈbɔl.kəˌnaɪz
balking,ˈbɔ.kɪŋ
balks,bɔks
ball's,bɔlz
ballard,ˈbæ.lɚd
balled,bɔld
ballerina,ˌbæ.ləˈri.nə
ballerinas,ˌbæ.lɚˈi.nəz
balling,ˈbɔ.lɪŋ
ballistics,bəˈlɪs.tɪks
ballooning,bəˈlu.nɪŋ
ballyhoo,ˌbæ.liˈhu
bambi,ˈbæm.bi
bananas,bəˈnæ.nəz
banbury,ˈbænˌbɛ.ri
bancroft's,ˈbænˌkrɔfts
banding,ˈbæn.dɪŋ
bandwagon,ˈbændˌwæ.gən
bandwidth,ˈbænd.wɪdθ
banfield,ˈbænˌfild
bangish,ˈbæ.ŋɪʃ
bangkok,bæŋˈkɑk
bangles,ˈbæŋ.gəlz
banishing,ˈbæ.nɪ.ʃɪŋ
banishment,ˈbæ.nɪʃ.mənt
bankhead,ˈbæŋkˌhɛd
banks's,ˈbæŋk.sɪz
banning,ˈbæ.nɪŋ
bans,bænz
banshee,bænˈʃi
bantered,ˈbæn.tɚd
bantering,ˈbæn.tɚ.ɪŋ
bantu,ˈbæn.tu
baptismal,bæpˈtɪz.məl
baptisms,ˈbæpˌtɪ.zəmz
baptiste,bəpˈtɪst
baptistery,ˈbæp.tə.stri
barbarian,bɑrˈbɛ.ri.ən
barbaric,bɑrˈbæ.rɪk
barbarous,ˈbɑr.bɚ.əs
barbed-wire,ˌbɑrbdˈwaɪr
barber's,ˈbɑr.bɚz
barbiturate,bɑrˈbɪ.tʃɚ.ət
barbour,ˈbɑr.bɚ
bardell,bɑrˈdɛl
barging,ˈbɑr.dʒɪŋ
bari's,ˈbɑ.riz
baringer,ˈbɛ.rɪ.ŋɚ
barium,ˈbɛ.ri.əm
barnard's,ˈbɑr.nɑrdz
barnet,ˈbɑr.nɪt
barnyard,ˈbɑrnˌjɑrd
barometric,ˌbæ.rəˈmɛ.trɪk
baroness,ˈbɛ.rə.nɪs
barons,ˈbæ.rənz
barr,bɑr
barrack,ˈbæ.rək
barrett,ˈbæ.rɪt
barrette,bɚˈɛt
barrow,ˈbæ.roʊ
bartha,ˈbɑr.θə
bartok,ˈbɑr.tək
bartol,ˈbɑr.təl
baseballs,ˈbeɪs.bɔlz
baseless,ˈbeɪ.sləs
baseline,ˈbeɪˌslaɪn
baser,ˈbeɪ.sɚ
bashir,bəˈʃɪr
basics,ˈbeɪ.sɪks
basie,ˈbeɪ.zi
basil,ˈbæ.zəl
basked,bæskt
basler,ˈbeɪ.zə.lɚ
basses,ˈbæ.sɪz
bassi,ˈbæ.si
bast,bæst
bastard's,ˈkɑn.fə.dəns
batchelder,ˈbæˌtʃɛl.dɚ
bates',beɪts
bathers,ˈbæ.ðɚz
bathrooms,ˈbæˌθrumz
bathtubs,ˈbæθˌtʌbz
battalions,bəˈtæl.jənz
batters,ˈbæ.tɚz
battlefront,ˈbæ.təlˌfrʌnt
battlements,ˈbæ.təl.mənts
bauble,ˈbɔ.bəl
baubles,ˈbɔ.bəlz
bauer,ˈbaʊ.ɚ
bayerische,ˌbeɪ.ɚˈiʃ
baying,ˈbeɪ.ɪŋ
bayly,ˈbeɪ.li
bazaars,bəˈzɑrz
beaching,ˈbi.tʃɪŋ
bead,bid
beaded,ˈbi.dɪd
beadles,ˈbi.dəlz
beady,ˈbi.di
bear's,bɛrz
beardslee,ˈbɪrdz.li
beaulieu,ˌboʊlˈjʊ
beautify,ˈbju.tɪˌfaɪ
bebop,ˈbiˌbɑp
becalmed,bɪˈkɑmd
beck,bɛk
beckman,ˈbɛk.mən
beckon,ˈbɛ.kən
bedbugs,ˈbɛd.bəgz
bedded,ˈbɛ.dɪd
bedlam,ˈbɛd.ləm
bedraggled,bɪˈdræ.gəld
bedstraw,ˈbɛdˌstrɔ
bee's,biz
beebe's,ˈbiˌbiz
beefed,bift
beefsteak,ˈbifˌsteɪk
beefy,ˈbi.fi
beehive,ˈbiˌhaɪv
beers,bɪrz
beethoven's,ˈbeɪ.toʊ.vənz
beetles,ˈbi.təlz
befell,bɪˈfɛl
befits,bɪˈfɪts
befitting,bɪˈfɪ.tɪŋ
befuddles,bɪˈfʌ.dəlz
beget,bɪˈgɛt
beginner,bɪˈgɪ.nɚ
beginners,bɪˈgɪ.nɚz
begs,bɛgz
beguile,bɪˈgaɪl
behan,ˈbɛ.hən
behaviorally,biˈheɪv.jɚ.ə.li
behaviors,bɪˈheɪv.jɚz
beheading,bɪˈhɛ.dɪŋ
behooves,bɪˈhuvz
beige,beɪʒ
beige's,ˈbeɪ.ʒəz
bein,bin
beirut,beɪˈrut
bela,ˈbɛ.lə
belafonte,ˌbɛ.ləˈfɑn.ti
belanger,ˈbɛ.lə.ŋɚ
belatedly,bɪˈleɪ.təd.li
belfry,ˈbɛl.fri
believable,bəˈli.və.bəl
belittling,bɪˈlɪ.tə.lɪŋ
belle,bɛl
belles,bɛlz
belleville,bəlˈvɪl
bellhops,ˈbɛlˌhɑps
bellow's,ˈbɛ.loʊz
bellwethers,ˈbɛlˌwɛ.ðɚz
bellwood,ˈbɛlˌwʊd
belting,ˈbɛl.tɪŋ
beman,ˈbi.mən
bemoan,bɪˈmoʊn
bemoans,bɪˈmoʊnz
ben's,bɛnz
benedictine,ˌbɛ.nəˈdɪk.tin
beneficence,bəˈnɛ.fə.səns
benet's,bəˈneɪz
bengali,bɛŋˈgɑ.li
benign,bɪˈnaɪn
benita,bəˈni.tə
bennett,ˈbɛ.nət
benoit,bəˈnɔɪt
benson's,ˈbɛn.sənz
berea,bɚˈi.ə
berg's,bɝgz
bergs,bɝgz
beringer,ˈbɛ.rɪ.ŋɚ
berkeley,ˈbɝ.kli
berkman,ˈbɝk.mən
berliners,bɚˈlaɪ.nɚz
berlioz,ˈbɝ.li.oʊz
berlitz,bɚˈlɪts
berman's,ˈbɝ.mənz
bernardo,bɚˈnɑr.doʊ
berne,bɝn
bernet,bɚˈnɛt
bernhard,ˈbɝn.hɑrd
bernie,ˈbɝ.ni
bernstein,ˈbɝn.staɪn
berra's,ˈbɛ.rəz
berry's,ˈbɛ.riz
bert,bɝt
berton,ˈbɝ.tən
bertrand,ˈbɝ.trənd
beryllium,bɚˈɪ.li.əm
beseech,biˈsitʃ
besetting,bɪˈsɛ.tɪŋ
besiege,bɪˈsidʒ
besieging,bɪˈsi.dʒɪŋ
bespeak,bɪˈspik
bespeaks,bɪˈspiks
bessie,ˈbɛ.si
best's,bɛsts
bested,ˈbɛs.tɪd
bester,ˈbɛs.tɚ
bestial,ˈbɛs.tʃəl
bestselling,ˌbɛˈsɛ.lɪŋ
bethel,ˈbɛ.θəl
bethlehem,ˈbɛθ.lɪˌhɛm
betraying,bɪˈtreɪ.ɪŋ
betsy,ˈbɛt.si
bettering,ˈbɛ.tɚ.ɪŋ
betty's,ˈbɛ.tiz
bewilders,bɪˈwɪl.dɚz
biases,ˈbaɪ.ə.sɪz
bibb,bɪb
bibles,ˈbaɪ.bəlz
bicarbonate,baɪˈkɑr.bə.nət
bicep,ˈkɑn.fə.dəns
biddle,ˈbɪ.dəl
bide,baɪd
bien,bin
biennial,baɪˈɛ.ni.əl
bierce,bɪrs
bifocal,ˈbaɪ.foʊ.kəl
bigoted,ˈbɪ.gə.tɪd
bigots,ˈbɪ.gəts
bikinis,bəˈki.niz
bilingual,ˌbaɪˈlɪŋ.gwəl
billboard,ˈbɪlˌbɔrd
billet,ˈbɪ.lət
billets,ˈbɪ.ləts
billiard,ˈbɪl.jɚd
billings,ˈbɪ.lɪŋz
billowed,ˈbɪ.loʊd
billows,ˈbɪ.loʊz
bimini,bɪˈmi.ni
bimonthly,baɪˈmʌnθ.li
binder,ˈbaɪn.dɚ
bindle,ˈbɪn.dəl
binge,bɪndʒ
biographer,baɪˈɑ.grə.fɚ
biographers,baɪˈɑ.grə.fɚz
biologic,ˌbaɪ.əˈlɑ.dʒɪk
biologically,baɪ.əˈlɑ.dʒɪ.kli
biopsies,ˈbaɪ.ɑp.siz
biracial,baɪˈreɪ.ʃəl
bird's,bɝdz
birdlike,ˈbɝdˌlaɪk
birnbaum,ˈbɝn.baʊm
birthright,ˈbɝˌθraɪt
bishops',ˈbɪ.ʃəps
bismarck,ˈbɪzˌmɑrk
bismark,ˈbɪzˌmɑrk
bison,ˈbaɪ.sən
biter,ˈbaɪ.tɚ
bitters,ˈbɪ.tɚz
bittersweet,ˈbɪ.tɚˌswit
bix,bɪks
blackbirds,ˈblæk.bɚdz
blackening,ˈblæ.kə.nɪŋ
blackest,ˈblæ.kəst
blackmailed,ˈblækˌmeɪld
blackstone,ˈblækˌstoʊn
blair,blɛr
blanc,blæŋk
blandness,ˈblænd.nəs
blanketed,ˈblæŋ.kə.tɪd
blanton,ˈblæn.tən
blared,blɛrd
blaring,ˈblɛ.rɪŋ
blastdown,ˈblæstˌdaʊn
blaustein,ˈblaʊ.staɪn
blazer,ˈbleɪ.zɚ
bleeker,ˈbli.kɚ
blemishes,ˈblɛ.mɪ.ʃɪz
blending,ˈblɛn.dɪŋ
blimp,blɪmp
blips,blɪps
blitzes,ˈblɪt.sɪz
blizzards,ˈblɪ.zɚdz
blockages,ˈblɑ.kɪ.dʒɪz
blockhouse,ˈblɑkˌhaʊs
bloke,bloʊk
blokes,bloʊks
blondes,blɑndz
blooded,ˈblʌ.dɪd
bloodiest,ˈblʌ.di.əst
bloods,blʌdz
bloodstained,ˈblʌdˌsteɪnd
bloodstains,ˈblʌdˌsteɪnz
bloomfield,ˈblumˌfild
blossomed,ˈblɑ.səmd
blouse,blaʊs
blouses,ˈblaʊ.səz
blowers,ˈbloʊ.ɚz
blowfish,ˈbloʊ.fɪʃ
blowup,ˈbloʊˌʌp
blubber,ˈblʌ.bɚ
blueberries,ˈbluˌbɛ.riz
blueberry,ˈbluˌbɛ.ri
bluebird,ˈbluˌbɝd
bluebonnets,ˈbluˌbɑ.nəts
blueprint,ˈbluˌprɪnt
bluffing,ˈblʌ.fɪŋ
bluing,ˈblu.ɪŋ
blume,blum
blumenthal,ˈblu.mənˌθɔl
blunders,ˈblʌn.dɚz
blunted,ˈblʌn.təd
blunter,ˈblʌn.tɚ
blunts,blʌnts
blurry,ˈblɝ.i
blushes,ˈblʌ.ʃəz
bluster,ˈblʌs.tɚ
blustery,ˈblʌs.tɚ.i
blyth,blɪθ
bo,boʊ
boal,boʊl
boar,bɔr
boarder,ˈbɔr.dɚ
boardinghouses,ˈbɔr.dɪŋˌhaʊ.sɪz
boat's,boʊts
boaters,ˈboʊ.tɚz
boatload,ˈboʊtˌloʊd
boatloads,ˈboʊtˌloʊdz
bob's,bɑbz
bobbles,ˈbɔ.bəlz
bock,bɑk
bodes,boʊdz
bodied,ˈbɑ.did
bodyguard,ˈbɑ.diˌgɑrd
boehmer,ˈboʊ.mɚ
bog,bɑg
bogeymen,ˈboʊ.giˌmɪn
bogged,bɑgd
boggled,ˈbɑ.gəld
boggs,bɔgz
bohart,ˈbɑ.hɑrt
boheme,boʊˈheɪ.meɪ
bohemian,boʊˈhi.mi.ən
bohlen,ˈboʊ.lən
boies,bɔɪz
boilers,ˈbɔɪ.lɚz
boisterous,ˈbɔɪ.stɚ.əs
boland,ˈboʊ.lənd
boldest,ˈboʊl.dɪst
bolivar,ˈbɑ.lə.vɚ
bolivia,bəˈlɪ.vi.ə
bolshevism,ˈboʊl.ʃəˌvɪ.zəm
bolshoi,boʊlˈʃɔɪ
bolstered,ˈboʊl.stɚd
bolstering,ˈboʊl.stɚ.ɪŋ
bolting,ˈboʊl.tɪŋ
bolts,boʊlts
bombarding,bɑmˈbɑr.dɪŋ
bombardment,bɑmˈbɑrd.mənt
bombastic,bɑmˈbæs.tɪk
bombay,bɑmˈbeɪ
bombed,bɑmd
bomber's,ˈbɑ.mɚz
bona,ˈboʊ.nə
bonaparte,ˈboʊ.nəˌpɑrt
bonding,ˈbɑn.dɪŋ
bonenfant,ˈboʊn.fənt
bonfiglio,ˌbɑnˈfɪ.gli.oʊ
bonfires,ˈbɑnˌfaɪ.ɚz
bongo,ˈbɑŋˌgoʊ
bonham,ˈbɑn.həm
bonito,bəˈni.toʊ
bonjour,bənˈʒʊr
bonne,bɑn
bonnie,ˈbɑ.ni
boo,bu
bookcases,ˈbʊkˌkeɪ.sɪz
bookers,ˈbʊ.kɚz
bookings,ˈbʊ.kɪŋz
bookish,ˈbʊ.kɪʃ
booklet,ˈbʊ.klɪt
bookseller,ˈbʊkˌsɛ.lɚ
bookshelf,ˈbʊkˌʃɛlf
bookwalter,ˈbʊ.kwəl.tɚ
boomed,bumd
boomerang,ˈbu.mɚˌæŋ
booming,ˈbu.mɪŋ
boomtown,ˈbumˌtaʊn
boonton,ˈbun.tən
boorish,ˈbʊ.rɪʃ
boors,bʊrz
booster,ˈbu.stɚ
boosts,busts
booted,ˈbu.tɪd
boothby,ˈbuθ.bi
bootlegger,ˈbutˌlɛ.gɚ
bootlegging,ˈbutˌlɛ.gɪŋ
borak,ˈbɔ.rək
borax,ˈbɔˌræks
bordeau,bɚˈdoʊ
bordner,ˈbɔrd.nɚ
borer,ˈbɔ.rɚ
borland,ˈbɔr.lənd
borneo,ˈbɔr.niˌoʊ
boron,ˈbɔˌrɑn
borrows,ˈbɑ.roʊz
bosco,ˈbɔ.skoʊ
bosler,ˈbɑ.sə.lɚ
bosley,ˈbɑz.li
bossed,bɑst
bossman,ˈbɔs.mən
bostonian,ˌbɔˈstoʊ.ni.ən
bostonians,ˈbɑ.stoʊ.ni.ənz
botanical,bəˈtæ.nɪ.kəl
bothersome,ˈbɑ.ðɚ.səm
bottlenecks,ˈbɑ.təlˌnɛks
bottling,ˈbɑ.tə.lɪŋ
bottomless,ˈbɑ.təm.ləs
bougie,ˈbuˌʒi
boulez,ˈbuˌlɛz
bouncy,ˈbaʊn.si
bouquets,boʊˈkeɪz
bourgeoisie,ˌbʊrʒˌwɑˈzi
bourguiba,bɔrˈgwi.bə
bourn,bɔrn
bouvier,ˌbu.viˈeɪ
bowdoin,boʊˈdɔɪn
bowels,ˈbaʊ.əlz
bower,ˈbaʊ.ɚ
bowers,ˈbaʊ.ɚz
bowes,boʊz
bowie,ˈboʊ.i
boxer,ˈbɑk.sɚ
boxwood,ˈbɑkˌswʊd
boxy,ˈbɑk.si
boyce,bɔɪs
boycotted,ˈbɔɪˌkɑ.tɪd
boylston,ˈbɔɪl.stən
brace's,ˈbreɪ.sɪz
bracelet,ˈbreɪ.slət
brachii,ˈbreɪ.kiˌaɪ
bracken,ˈbræ.kən
bracket,ˈbræ.kɪt
brad,bræd
braden,ˈbreɪ.dən
bradley's,ˈbræd.liz
brady,ˈbreɪ.di
bradykinin,brəˈdɪ.kɪ.nɪn
brae,breɪ
braggadocio,ˌbræ.gəˈdoʊ.ʃiˌoʊ
bragging,ˈbræ.gɪŋ
braided,ˈbreɪ.dɪd
braiding,ˈbreɪ.dɪŋ
braids,breɪdz
braille,breɪl
brailsford,ˈbreɪls.fɚd
brain's,breɪnz
brainwashing,ˈbreɪnˌwɑ.ʃɪŋ
brainy,ˈbreɪ.ni
brakke,bræk
brambles,ˈbræm.bəlz
bran,bræn
branching,ˈbræn.tʃɪŋ
brandeis,ˈbræn.daɪs
branum,ˈbræ.nəm
brash,bræʃ
brashness,ˈbræʃ.nəs
bratwurst,ˈbræt.wɚst
braud,brɔd
braun,brɔn
braved,breɪvd
braves',breɪvz
bravest,ˈbreɪ.vəst
bravo,ˈbrɑ.voʊ
bravura,brəvˈjʊ.rə
brawl,brɔl
brazen,ˈbreɪ.zən
brazenly,ˈbreɪ.zən.li
brazenness,ˈbreɪ.zə.nəs
brazier,ˈbreɪ.ʒɚ
breakage,ˈbreɪ.kɪdʒ
breakaway,ˈbreɪ.kəˌweɪ
breaker,ˈbreɪ.kɚ
breakers,ˈbreɪ.kɚz
breakthroughs,ˈbreɪkˌθruz
breakups,ˈbreɪ.kəps
breather,ˈbri.ðɚ
breathlessly,ˈbrɛθ.lə.sli
breaths,brɛθs
breathy,ˈbrɛ.θi
bred,brɛd
breeds,bridz
breezy,ˈbri.zi
bregman,ˈbrɛg.mən
brendan,ˈbrɛn.dən
brest,brɛst
breton,ˈbrɛ.tən
breuer,ˈbru.ɚ
brewed,brud
brewer's,ˈbru.ɚz
brewers,ˈbru.ɚz
brewing,ˈbru.ɪŋ
briar,ˈbraɪ.ɚ
bribe,braɪb
bribes,braɪbz
brice,braɪs
bricker,ˈbrɪ.kɚ
bridgeport,ˈbrɪdʒˌpɔrt
bridget's,ˈbrɪ.dʒəts
bridgewater,ˈbrɪdʒˌwɔ.tɚ
bridle,ˈbraɪ.dəl
briefcase,ˈbrifˌkeɪs
briefest,ˈbri.fəst
briefs,brifs
brien,ˈbraɪ.ɪn
brig,brɪg
brigades,brɪˈgeɪdz
briggs,brɪgz
brightens,ˈbraɪ.tənz
brimmed,brɪmd
brindle,ˈbrɪn.dəl
brinkley,ˈbrɪŋ.kli
brinkmanship,ˈbrɪŋk.mənˌʃɪp
brisker,ˈbrɪs.kɚ
britannica,brɪˈtæ.nɪ.kə
britches,ˈbrɪ.tʃəz
briton,ˈbrɪ.tən
britons,ˈbrɪ.tənz
broach,broʊtʃ
broadest,ˈbrɔ.dɪst
broadway's,ˈbrɔdˌweɪz
broccoli,ˈbrɑ.kə.li
brocklin's,ˈbrɑ.klɪnz
brod,brɑd
brodbeck,ˈbrɑdˌbɛk
brok,brɑk
broker,ˈbroʊ.kɚ
bromfield's,ˈbrɑmˌfildz
bromides,ˈbroʊˌmaɪdz
bromley,ˈbrɑm.li
broncos,ˈbrɑŋ.koʊz
bronzed,brɑnzd
brooken,ˈbrʊ.kən
brooklyn's,ˈbrʊ.klənz
brooks's,brʊks
broome,brum
brothel,ˈbrɑ.θəl
browne,braʊn
brownell,braʊˈnɛl
brownish,ˈbraʊ.nɪʃ
browsing,ˈbraʊ.zɪŋ
bruhn,brʌn
brunches,ˈbrʌn.tʃɪz
brunettes,bruˈnɛts
bruno,ˈbru.noʊ
brunt,brʌnt
brushwork,ˈbrʌʃˌwɝk
brusquely,ˈbrʌs.kli
brutalities,bruˈtæ.lə.tiz
brutalized,ˈbru.təˌlaɪzd
bruxelles,brəkˈsɛ.ləs
bryant,ˈbraɪ.ənt
bryson,ˈbraɪ.sən
bubbly,ˈbʌ.bə.li
bucharest,ˈbu.kɚˌɛst
buchenwald,ˈbju.kɛnˌwɑld
buck's,bʌks
bucked,bʌkt
buckling,ˈbʌ.klɪŋ
buckman,ˈbʌk.mən
buckshot,ˈbʌkˌʃɑt
buckskins,ˈbʌkˌskɪnz
buckwheat,ˈbʌˌkwit
bucky,ˈbʌ.ki
bucolic,bjuˈkɑ.lɪk
bucs,bʌks
bucs',bʌks
budding,ˈbʌ.dɪŋ
budlong,ˈbʌdˌlɔŋ
budzyn,ˈbʌd.zɪn
buell,ˈbju.əl
buena,ˈbu.nə
bueno,ˈbweɪ.noʊ
buffets,ˌbʌˈfeɪz
buffoon,bəˈfun
buffs,bʌfs
bugatti,bəˈgɑ.ti
bugeyed,ˈbʌˌgaɪd
buggers,ˈbʌ.gɚz
buggies,ˈbʌ.giz
builtin,ˈkɑn.fə.dəns
bulgaria,bəlˈgɛ.ri.ə
bulkhead,ˈbʌlkˌhɛd
bulkheads,ˈbʌlkˌhɛdz
bulldoze,ˈbʊlˌdoʊz
bullish,ˈbʊ.lɪʃ
bullying,ˈbʊ.li.ɪŋ
bumpers,ˈbʌm.pɚz
bumps,bʌmps
bun,bʌn
bundestag,ˈbʌn.dəˌstæg
bungalow,ˈbʌŋ.gəˌloʊ
bungled,ˈbʌŋ.gəld
bunny,ˈbʌ.ni
buoyancy,ˈbɔɪ.ən.si
buoyed,ˈbu.id
buoys,ˈbu.iz
burckhardt,ˈbɝk.hɑrt
burdensome,ˈbɝ.dən.səm
bureaucrat,ˈbjʊ.rəˌkræt
bureaucrats,ˈbjʊ.rəˌkræts
burford,ˈbɝ.fɚd
burgeoned,ˈbɝ.dʒənd
burger,ˈbɝ.gɚ
burghardt,ˈbɝ.gɑrt
burgher,ˈbɝ.gɚ
burghley,ˈbɝ.gli
burglar,ˈbɝ.glɚ
burgomaster's,ˈbɝ.gəˌmæ.stɚz
burgundian,bɚˈgʌn.di.ən
burgundies,ˈbɝ.gən.diz
buries,ˈbɛ.riz
burke's,bɝks
burleson,ˈbɝ.lɪ.sən
burley,ˈbɝ.li
burlingame,ˈbɝ.lɪŋˌgeɪm
burlington's,ˈbɝ.lɪŋ.tənz
burmans,ˈbɝ.mənz
burne,bɝn
burnes,bɝnz
burnham,ˈbɝ.nəm
burnham's,ˈbɝ.nəmz
burnished,ˈbɝ.nɪʃt
burns's,ˈbɝn.zɪz
burro,ˈbɝ.oʊ
burrowing,ˈbɝ.oʊ.ɪŋ
burt,bɝt
bushel,ˈbʊ.ʃəl
bushnell,ˈbʊʃ.nəl
bushwhacked,ˈbʊʃˌwækt
busied,ˈbɪ.zid
busier,ˈbɪ.zi.ɚ
buss,bʌs
busses,ˈbʌ.səz
bustard,ˈbʌs.tɚd
bustling,ˈbʌ.sə.lɪŋ
butane,bjuˈteɪn
butchered,ˈbʊ.tʃɚd
butte,bjut
butterfat,ˈbʌ.tɚˌfæt
butterflies,ˈbʌ.tɚˌflaɪz
buttery,ˈbʌ.tɚ.i
butting,ˈbʌ.tɪŋ
buttocks,ˈbʌ.təks
buttoned,ˈbʌ.tənd
buttonholes,ˈbʌ.tənˌhoʊlz
buttressed,ˈbʌ.trəst
buttresses,ˈbʌ.trə.səz
buttrick,ˈbʌ.trɪk
buxom,ˈbʌk.səm
buxton,ˈbʌk.stən
buyers',ˈbaɪ.ɚz
byline,ˈbaɪˌlaɪn
bypassed,ˈbaɪˌpæst
bystander,ˈbaɪˌstæn.dɚ
byword,ˈbaɪˌwɝd
byzantium,bəˈzæn.ti.əm
cabaret,ˌkæ.bɚˈeɪ
cabdriver,ˈkæbˌdraɪ.vɚ
cabled,ˈkeɪ.bəld
cabot's,ˈkæ.bəts
cabs,kæbz
cacao,kəˈkeɪ.oʊ
cache,kæʃ
cacophony,kæˈkɑ.fə.ni
cadaver,kəˈdæ.vɚ
caddy,ˈkæ.di
caged,keɪdʒd
cahill,ˈkeɪˌhɪl
cahoots,kəˈhuts
cairns,kɛrnz
cal,kæl
calamities,kəˈlæ.mə.tiz
calcified,ˈkæl.səˌfaɪd
calculators,ˈkæl.kjəˌleɪ.tɚz
caleb,ˈkeɪ.ləb
californians,ˌkæ.lɪˈfɔrn.jənz
calipers,ˈkæ.lə.pɚz
callable,ˈkɔ.lə.bəl
callan,ˈkæ.lən
calligraphy,kəˈlɪ.grə.fi
callously,ˈkæ.lə.sli
calmest,ˈkɑl.məst
calorie,ˈkæ.lɚ.i
calumny,ˈkæ.ləm.ni
calvinist,ˈkæl.və.nəst
calypso,kəˈlɪpˌsoʊ
cam,kæm
cambodia,ˌkæmˈboʊ.di.ə
cambodia's,ˌkæmˈboʊ.di.əz
cambridgeport,ˈkeɪmˌbrɪdʒˌpɔrt
camel,ˈkæ.məl
camelot,ˈkæ.məˌlɑt
camels,ˈkæ.məlz
cameo,ˈkæ.miˌoʊ
cameos,ˈkæ.miˌoʊz
camera's,ˈkæm.rəz
cameramen,ˈkæ.mɚ.ə.mɛn
cameron,ˈkæ.mɚ.ən
camille,kəˈmil
camp's,kæmps
campaign's,kæmˈpeɪnz
camped,kæmpt
campo,ˈkæm.poʊ
campuses,ˈkæm.pə.səz
canada's,ˈkæ.nə.dəz
canadian's,kəˈneɪ.di.ənz
canals,kəˈnælz
canandaigua,ˌkæ.nənˈdeɪ.gwə
canceling,ˈkæn.sə.lɪŋ
cancelled,ˈkæn.səld
cancelling,ˈkæn.sə.lɪŋ
cancels,ˈkæn.səlz
cancers,ˈkæn.sɚz
candidates',ˈkæn.dɪ.dɪts
candlelight,ˈkæn.dəlˌlaɪt
candlestick,ˈkæn.dəlˌstɪk
canine,ˈkeɪˌnaɪn
canisters,ˈkæ.nə.stɚz
canker,ˈkæŋ.kɚ
canneries,ˈkæ.nɚ.iz
cannibal,ˈkæ.nə.bəl
cannibals,ˈkæ.nə.bəlz
cannonball,ˈkæ.nənˌbɔl
cant,kænt
cantaloupe,ˈkænt.əˌloʊp
canter,ˈkæn.tɚ
cantonese,ˌkæn.təˈniz
canvassed,ˈkæn.vəst
canvassing,ˈkæn.və.sɪŋ
capacious,kəˈpeɪ.ʃəs
capacitance,kəˈpæ.sə.təns
capacitors,kəˈpæ.sə.tɚz
capello,kəˈpɛ.loʊ
capers,ˈkeɪ.pɚz
capetown,ˈkeɪpˌtaʊn
capistrano,ˌkæ.pɪˈstrɑ.noʊ
capitoline,ˈkæ.pɪˌtoʊˌlaɪn
capote,kəˈpoʊt
cappy's,ˈkæ.piz
capricious,kəˈprɪ.ʃəs
capricorn,ˈkæ.prə.kɔrn
capstan,ˈkæp.stən
captains,ˈkæp.tənz
captions,ˈkæp.ʃənz
caracas,kɚˈɑ.kəs
caramel,ˈkɑr.məl
carbohydrate,ˌkɑr.boʊˈhaɪ.drət
carbonates,ˈkɑr.bəˌneɪts
carborundum,ˌkɑr.bɚˈʌn.dəm
carcasses,ˈkɑr.kə.sɪz
carcinoma,ˌkɑr.səˈnoʊ.mə
cardiac,ˈkɑr.diˌæk
cardiovascular,ˌkɑr.di.oʊˈvæs.kjə.lɚ
careened,kɚˈind
careening,kɚˈi.nɪŋ
careerism,kəˈrɪˌrɪ.zəm
caress,kɚˈɛs
caretaker,ˈkɛrˌteɪ.kɚ
caricatured,kɚˈɪ.kə.tʃɚd
caricaturist,ˈkɛ.rə.kə.tʃɚ.əst
carlisle,ˈkɑrˌlaɪl
carloading,ˈkɑrˌloʊ.dɪŋ
carloads,ˈkɑrˌloʊdz
carlyle's,kɑrˈlaɪlz
carney,ˈkɑr.ni
carob,ˈkɛ.rəb
carolina's,ˌkɛ.rəˈlaɪ.nəz
carolinas,ˌkɛ.rəˈlaɪ.nəz
carolingian,ˌkɛ.rəˈlɪn.dʒi.ən
carols,ˈkɛ.rəlz
carolyn,ˈkɛ.rə.lɪn
caron,kɑˈrɔn
carpentier,ˈkɑr.pən.ti.ɚ
carrara,ˌkɑˈrɑ.rə
carrel,ˈkæ.rəl
carreon,kɑ.reɪˈɔn
carrie,ˈkɛ.ri
carrot,ˈkɛ.rət
carrozza,kɑˈroʊ.zə
carsten,ˈkɑr.stən
carte,kɑrt
carted,ˈkɑr.tɪd
cartels,kɑrˈtɛlz
